,HABIT in Images-TRAITS,,,,,,,,,,,,,,,,,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = pinnately compound OR palmately compound,DEPENDS ON leaf_type = pinnately compound OR palmately compound OR trifoliate,,,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = simple,DEPENDS ON leaf_type = simple,,,DEPENDS ON Are_flowers_present = YES,DEPENDS ON Are_flowers_present = YES AND flower_type = showy/petals present,DEPENDS ON Are_flowers_present = YES,DEPENDS ON Are_flowers_present = YES AND flower_type = showy/petals present,DEPENDS ON Are_flowers_present = YES and flower_type = showy/petals present,,,,,,,,,DEPENDS on thorns = no thorns,,,DEPENDS ON leaf_arrangment = OPPOSITE,DEPENDS ON leaf_arrangement opposite AND pith_type = solid
Forest,broadleaf shrub,Cornus foemina,gray dogwood,"northern swamp dogwood, panicled dogwood",Cornaceae,WI,Common understory shrubs of mixed upland forests throughout WI.,"Large upright shrub with smooth distinctive gray bark, reaching 5 m (16ft) tall.  Leaves opposite, ovate to lanceolate, with entire margins and arcuate venation with fewer than 5 (usually 4) pairs of lateral veins.  Flowers small and white, with four petals, clustered in rounded, 5 cm (2"") wide terminal cymes.  The berries ripen from green to white, and are borne on bright red pedicels. ","May, June",Many species of birds feed on the fruits.,"Opposite, simple leaves with arcuate venation and smooth grey stems","Similar to red-osier dogwood (Cornus sericea) in the white fruits on red pedicels, but C. sericea has >5 lateral veins on each side of the leaf, while C. foemina has <5.  Red osier tends to occupy moist to wet sites and have greenish to reddish bark on older stems, whereas gray dogwood is found in uplands and has gray bark.",Native - potentially invasive,opposite,simple,Upright,no thorns,lanceolate,elliptic,,,entire,,acute,acuminate,rounded,,No,"Yes, No",Showy / Colorful,white,cyme,radial,4,berry,orange,glabrous - matte,,arcuate,red,purple,none of these features,hairy,hairless,No,solid,"brown, white"
Forest,broadleaf shrub,Cornus rugosa,round-leaved dogwood,,Cornaceae,WI,"Moist to dry, sandy or rocky woods throughout WI.","Upright shrub to 3 m (10') tall with opposite, broadly ovate to orbicular (round) leaves.  The leaves are 7-12 cm (2 1/2-4"") long and nearly as wide as long, with 5-9 pairs of lateral veins, smooth or somewhat rough above and hairy below. ","May, June, July",Twigs are winter browse for mammals.  Fruits eaten by birds.,"Forest shrub with opposite, broadly rounded leaves with entire margins and arcuate venation with 6-8 pairs of lateral veins. Blue berries.","Distinguishable from other native dogwoods by the round leaves, nearly as broad as long.",Native,opposite,simple,Upright,no thorns,ovate,orbiculate,,,entire,,rounded,obtuse,obtuse,rounded,No,"Yes, No",Showy / Colorful,white or cream,cyme,radial,4,berry,blue,"glabrous - matte, rough",hairy,arcuate,unavailable,,none of these features,hairy,hairless,No,solid,white
Wet areas,broadleaf shrub,Cornus sericea,red osier dogwood,,Cornaceae,WI,"Common shrub of wet soils throughout the state. Found on lakeshores, streambanks, floodplain forests, calcareous fens, swamps and marshes. ","Common shrub in damp soils and water edges, growing 1.5–4 m (4-12"") tall and spreading by underground stolons to form dense thickets. Branches and twigs are red, or may be green in shadier places. Leaves opposite, ovate to lanceolate or elliptic, with an entire margin and arcuate venation with 5 or more lateral veins per side.  The leaves are 5–12 cm (2-5"") long and 2.5–6 cm (1-2 1/2"") wide, green above and glaucous to somewhat hairy below. Fall color is commonly bright red to purple. Flowers small, white, 5–10 mm (1/4-1/2"") in diameter in cymes of 3–6 cm (1 1/2 - 2 1/2"") in diameter. Fruit a round white berry 5–9 mm (1/4 - 1/3"") on contrasting red pedicels.
","May, June, July, August",Shoreline restoration and erosion control.  Cover and food for birds.,"Shrubs in wet areas with red twigs and opposite, entire leaves with arcuate venation, usually with 5 or more pairs of lateral veins. Berries white on red pedicels.","Similar to grey dogwood (Cornus foemina) in the white fruits on red pedicels, but C. sericea has 5 or more lateral veins on each side of the leaf, and the young stems tend to be red. Also, gray dogwood tends to occur on upland sites whereas red-osier dogwood is found in lowland areas.  Cornus amomum has brown pith and blue berries.",Native - potentially invasive,opposite,simple,Upright,no thorns,"ovate, elliptic",lanceolate,,,entire,,acuminate,acute,acute,obtuse,No,"Yes, No",Showy / Colorful,white,cyme,radial,4,,white,"glabrous - matte, hairy","hairy, whitish/waxy (glaucous)",arcuate,unavailable,,none of these features,hairy,hairless,No,solid,white
"Forest, Prairie",broadleaf shrub,Corylus americana,American hazelnut,,Betulaceae,WI,Found in woodlands and thickets.,Coming soon!,"April, May",Edible nuts important for wildlife. ,"Shrub with simple, alternate leaves and red pubescent hairs on twigs and leaf petioles.","The papery husk of Corylus cornuta nuts have a long ""beak"" projecting from the end",Native,alternate,simple,"Upright, Sprawling or arching",no thorns,elliptic,obovate,,,doubly toothed,coarsely toothed,acute,,rounded,cordate,No,"Yes, No",Inconspicuous / Green,,"spike, catkin/cone",,,nut,tan,"glabrous - matte, hairy",hairy,"rectipinnate, pinnate",red,"orange, yellow, yellow-green, purple","none of these features, pubescent",hairy,"prickly, hairless",Yes,,
"Forest, Prairie",broadleaf shrub,Corylus cornuta,beaked hazelnut,,Betulaceae,WI,Found in moist soils in woodlands and thickets.,Coming soon!,"April, May",Edible nuts important for wildlife. ,,"The papery husk of Corylus americana nuts lack a long ""beak"" at the end",Native,alternate,simple,Upright,no thorns,elliptic,obovate,,,doubly toothed,coarsely toothed,acute,,rounded,cordate,No,"Yes, No",Inconspicuous / Green,,catkin/cone,,,nut,green,"glabrous - matte, hairy","glabrous - matte, hairy",pinnate,yellow,red,none of these features,fuzzy,hairless,Yes,,
"Disturbed area, Forest",broadleaf shrub,Cotoneaster divaricatus,cotoneaster,"rose box, quince-leaved medlar, stretch-fruit cotoneaster",Rosaceae,China,"Naturalized in areas with dry, sandy substrates. Can be seen in anthropogenic habitats and in/along forests.","Dense and spreading ornamental shrub to 1.5 - 2m (5-6’) tall and  6-8’ wide.  Outer branches arch downward toward ground.  Leaves small (up to 2.5 cm or 1""), ovate to elliptic, and glossy dark green turning orange and red in fall. Flowers small, cup-shaped, pinkish-white,  8 mm (1/4”) wide, singly or in small clusters along the stems. Oblong fruits are red, 12 mm (1/2”) long. ","May, June",Ornamental.  Fruits are eaten by birds and mammals. ,"Small, entire, glossy green leaves often clustered on short shoots, on a spreading, arching ornamental shrub with small pinkish-white flowers and oblong red fruits.","Has been misidentifed as other Cotoneaster species, however, this species is the most widespread.",Native,"alternate, clustered on short shoots",simple,"Sprawling or arching, Upright",no thorns,elliptic,ovate,,,entire,,acute,acuminate,obtuse,,"Yes, No","Yes, No",Showy / Colorful,"white or cream, pink","solitary, cluster",radial,5,pome,"red, black",glabrous - glossy,"glabrous - matte, hairy","pinnate, inconspicuous",yellow,"orange, red, yellow-green, purple","absent - leaf sessile, none of these features",hairless,"fuzzy, hairy",No,,
"Disturbed area, Forest, Prairie, Wet area",broadleaf shrub,Crataegus spp.,hawthorns,,Rosaceae,"Crataegus genus contains many species that are native to temperate regions of the Northern Hemisphere in Europe, Asia and North America.",,"Crataegus species, collectively known as ""hawthorns"", are shrubs or small trees that grow 3–15 m (10–49') tall with a small pome fruit and often thorny trunks or branches. Young trees have smooth bark, that develops into shallow longitudinal fissures. The thorns are usually shiny, smooth, and very sharp, 1-10 cm (0.5 - 4"") long, arising from the branches or the trunk. Sometimes the thorns are branched.  The leaves may grow in an alternate, spiral arrangement on long shoots, and in clusters on short shoots on the branches or twigs. The leaves of most species have lobed or serrated margins and are somewhat variable in shape even on the same plant. The fruit is a berry-like pome, that looks somewhat like a tiny apple, containing one to five stony ""seeds"". The fruit is often red when ripe.","April, May, June, July, August","Plant parts (young leaves, ripe fruits) are edible.  Fruits of some species made into jams.  Some species are used as ornamental, for hedges, or bonsai.  Plant provides cover and food for wildlife.","Shrubby tree with alternate, often lobed or toothed leaves, smooth, sharp thorns, and fruits in clusters resembling small crabapples.","Apples (Malus) lack shiny, sharp thorns but instead may have dull, lumpy thorns (actually modified branches).  Fruits of apples are generally larger.  Serviceberries (Amelanchier) lack  thorns and have unlobed leaves that are finely toothed.","Native, Introduced","alternate, clustered on short shoots",simple,Upright,smooth sharp thorns,"ovate, obovate",lobed,,,"coarsely toothed, finely toothed","pointy lobes, rounded lobes","acute, rounded, obtuse",bristle-tipped,"acute, obtuse","rounded, cordate","Yes, No","Yes, No",Showy / Colorful,white or cream,"cyme, cluster, corymb",radial,5,pome,"red, pink yellow, orange","glabrous - matte, hairy, glabrous - glossy","glabrous - matte, hairy, whitish/waxy (glaucous), glabrous - glossy",unavailable,unavailable,,none of these features,unavailable,,Yes,,
"Disturbed area, Wet area, Forest, Prairie",broadleaf shrub,Daphne mezereum,mezereum,paradise plant,Thymelaeaceae,Eurasia,Partial sun; moist; in limy soil,Coming soon!,"March, April",Highly poisonous. Used as an ornamental. ,,,Introduced - escaped,alternate,simple,Upright,no thorns,elliptic,lanceolate,,,entire,,rounded,acute,acute,,No,"Yes, No",Showy / Colorful,"red, pink, purple","verticillaster, cluster",radial,4,drupe,"red, yellow",glabrous - matte,unavailable,pinnate,unavailable,,"absent - leaf sessile, none of these features",unavailable,,No,,
"Bog, Wet area",broadleaf shrub,Dasiphora fruticosa,shrubby cinquefoil,shrubby five-fingers,Rosaceae,WI,"wet; bogs, meadows, shores; in limy soil","Highly branched shrub to 1 m tall. Stems have a diameter of 2/5"", are red-brown and hairy when young, becoming glabrous and gray-brown with shedding bark when older. Leaves are alternate, palmately compound with 3-7 leaflets (usually 5, 1-2 cm in length). Terminal 3 leaflets are joined at the base. Leaflets are elliptic, hairy, with the upper surface dark green and the lower surface lighter and silvery. Margins are entire and often revolute. Flowers are yellow with 5 petals, solitary or in clusters at the ends of branches. Contains 15-20 stamens that turn red with age. Lance-like bracts are present. Fruit is a hairy achene; surrounded by a 10-parted calyx.  ","July, August, September",Widely cultivated for ornamental use. ,The only woody cinquefoil. Has leaves with 5-7 leaflets that are 1-2 cm long.,Other plants in the cinquefoil family (Potentilla spp.) are herbaceous or only woody at the base of stems. ,Native,alternate,pinnately compound,Upright,no thorns,,,"3-5, 5-7",elliptic,entire,revolute,,,,,No,"Yes, No",Showy / Colorful,yellow,"single, cluster",radial,5,achene,brown,"glabrous - matte, hairy",hairy,"3-veined or palmate, inconspicuous",unavailable,,none of these features,hairy,,Yes,,
Forest,broadleaf shrub,Diervilla lonicera,northern bush honeysuckle,"low bush honeysuckle, dwarf bush honeysuckle",Caprifoliaceae,WI,"Widespread in WI on dry, rocky soil","Low shrub, somewhat sprawling shrub to 1 m high, with peeling bark.  Opposite, toothed leaves are lance-shaped on very short petioles.  Fragrant yellow (to orange-red) flowers are tubular and in small clusters on or near the ends of the branches, from June-August.  Fruit is characeristic; a dry, slender beaked capsule (shaped like a narrow vase) with 4-5 persistent calyx lobes at the apex.  Capsule opens late.  ","June, July",Increasingly used as an ornamental alternative to invasive exotic honeysuckles.  ,"Low shrub with opposite, toothed leaves on short petioles and yellow tubular flowers.",,Native,opposite,simple,"Upright, sprawling or arching",no thorns,lanceolate,ovate,,,finely toothed,coarsely toothed,acuminate,acute,rounded,obtuse,No,"Yes, No",Showy / Colorful,yellow,cluster,bilateral,5,papery capsule,tan,"glabrous - matte, hairy","glabrous - matte, hairy",pinnate,"yellow, orange",red,none of these features,unavailable,,No,solid,unavailable
Forest,broadleaf shrub,Dirca palustris,eastern leatherwood,rope-bark,Thymelaeaceae,WI,Moist deciduous woods throughout the state.,"Shrub 1-2 m tall, the twigs jointed and very pliable (can be bent without readily breaking).  Leaves alternate, simple, obovate, 5-8 (2-3"" long) with obtusely pointed tip and often a rounded to obtuse base. Flowers are narrow and tubular, pale yellow, up to 1 cm long, in few-flowered axillary clusters, emerging from hairy buds before leaves flush in spring. 8 stamens and the pistil emerge from the tip of the floral tube. Fruit a green, elliptical drupe, drying to purplish, containing a single seed.","April, May",,"Forest understory shrub with alternate obovate leaves and pliable ""leathery"" twigs.  ",,Native,alternate,simple,Upright,no thorns,obovate,ovate,,,entire,,obtuse,acute,rounded,obtuse,No,"Yes, No","Showy / Colorful, Inconspicuous / Green",yellow,cluster,radial,4,drupe,"green, purple",glabrous - matte,"glabrous - matte, hairy",pinnate,yellow,,none of these features,hairy,hairless,No,,
Disturbed area,"broadleaf tree, broadleaf shrub",Elaeagnus angustifolia,Russian olive,oleaster,Elaeagnaceae,Eurasia,Can be found in fields and along rivers.,Coming soon!,"June, July",Ornamental use. Escaped and is now invasive.,Small tree with alternate leaves covered with silvery scales.,Elaeagnus umbellata has a green leaf surface and is nearly smooth. Shepherdia spp. have opposite leaves with 8 stamens.,INVASIVE,alternate,simple,Upright,"no thorns, smooth sharp thorns",elliptic,ovate,,,entire,,acute,,acute,"rounded, obtuse",No,"Yes, No",Showy / Colorful,yellow,cluster,radial,4,drupe,yellow,"scurfy or scaly, glabrous - matte","scurfy or scaly, glabrous - matte","inconspicuous, pinnate",unavailable,,none of these features,scurfy,"hairless, fuzzy",No,,
Disturbed area,"broadleaf tree, broadleaf shrub",Elaeagnus umbellata,autumn olive,,Elaeagnaceae,Asia,Has spread to both dry and wet habitats.,Coming soon!,"May, June","Ornamental use as wildlife habitat, now invasive in many different habitats. ","Shrub-like tree with alternate leaves, four stamens, and green, glabrous leaf surface.",Elaeagnus angustifolia is a taller tree with silvery scales on the leaves. ,INVASIVE,alternate,simple,Upright,"smooth sharp thorns, no thorns",elliptic,lanceolate,,,entire,wavy,obtuse,"acuminate, acute",acute,"obtuse, rounded",No,"Yes, No",Showy / Colorful,"white or cream, yellow",cluster,radial,4,drupe,red,"scurfy or scaly, glabrous - matte",scurfy or scaly,"inconspicuous, rectipinnate",yellow,orange,none of these features,scurfy,,No,,
"Bog, Forest, Disturbed area, Wet area",broadleaf shrub,Epigaea repens,trailing-arbutus,,Ericaceae,WI,"Forests, clearings, trail edges; usually found growing on acidic soils.",Coming soon!,"April, May","Tea of leaves used by native Americans for treatment of kidney ailments, indigestion, and abdominal pain.",Evergreen shrub with stiff hairs and ovate to elliptic leathery leaves. ,Similar to Gaultheria hispidula and Gaultheria procumbens. ,Native,alternate,simple,Mat-like or creeping,no thorns,elliptic,ovate,,,entire,,rounded,,rounded,cordate,No,"Yes, No",Showy / Colorful,"pink, white or cream",cluster,radial,5,capsule,"orange, red, brown, white",hairy,hairy,reticulate,unavailable,,none of these features,hairy,,No,,
"Disturbed area, Forest",broadleaf shrub,Euonymus alatus,winged burning bush,"winged euonymus, winged spindle-tree, winged wahoo",Celastraceae,Eastern Asia,"Records only in Door County, Brown county and far southern WI.  Potential invader of disturbed areas, field and forest edges, roadsides, and in other sunny sites.","Tall bushy shrub or small tree up to 6 m (20') tall with conspicuously winged twigs.  Leaves opposite to sub-opposite, 2.5-8 cm (1-3"") long, generally broadest above the middle (obovate), and finely toothed, nearly sessile. The flowers are inconspicuous, laying on top of the leaves, greenish yellow with four petals. The fruit is a reddish capsule that splits to reveal an orange fleshy (arillate) seed in fall.","April, May, June",Ornamental for its brilliant red fall foliage and unique winged twigs. Birds and other wildlife eat and disperse the fruit.,Shrub with conspicuously winged twigs and opposite toothed leaves.,,Introduced - escaped,opposite,simple,Upright,no thorns,obovate,elliptic,,,finely toothed,,acute,acuminate,acute,obtuse,No,"Yes, No","Inconspicuous / Green, Showy / Colorful",green,solitary,radial,4,"leathery capsule, papery capsule","red, orange","glabrous - matte, hairy",,pinnate,red,,absent - leaf sessile,unavailable,,No,unavailable,
Forest,broadleaf shrub,Euonymus atropurpureus,burning bush,eastern wahoo,Celastraceae,WI,Mostly in southern WI.,"Shrub or small tree to 7m (25') tall with sparse ascending branches. The smaller branches and twigs are green with thin grey vertical stripes or splits. Leaves opposite, ovate to elliptic, and finely serrate, 6-10 cm long and 2.5 - 5 cm wide (4½"" x 2"") on ~1 cm (1/2"") petioles.  Glabrous on the upper surface and finely hairy beneath.  Leaves yellow to bright red in fall. Flowers are dark purple in loose axillary cymes, with 4 open petals. Fruits a unique 4-parted pink or purple capsule that opens to reveal 4 red, 2-seeded arils.","April, May, June",Flies visit the flowers. Deer browse the foliage.  Some birds consume the fruit.,Erect shrub or spindly tree with opposite finely toothed leaves and green bark on young branches and twigs.  Distinctive 4-parted pink or purple capsule fruit in fall.,"Unlike our the exotic Euonymous europaeus, the undersides of eastern wahoo are finely hairy.  ",Native,opposite,simple,Upright,no thorns,ovate,elliptic,,,finely toothed,,acute,,acute,obtuse,No,"Yes, No",Showy / Colorful,purple,cyme,radial,4,"leathery capsule, papery capsule","pink, purple, red",glabrous - matte,hairy,pinnate,red,yellow,none of these features,hairless,,No,unavailable,
"Forest, Disturbed area",broadleaf shrub,Euonymus europaeus,European spindle-tree ,,Celastraceae,Eurasia,An ornamental that has rarely escaped to open edges and secondary forest in SE WI and a few other counties.  ,"Small tree to tall shrub with opposite, lanceolate to elliptic, finely toothed leaves, 3–8 cm (1-3"") long and 1–3 cm (1/3 -1 1/3"") broad.  The flowers are small and green, with 4 wide open petals, on axillary cymes.  The fruit is a 4-lobed, pink or purple capsule that opens to reveal orange arillate seeds.","April, May, June",Ornamental. Hard wood was used in the past to make spindles for spinning wood and for butchers' skewers. Fruits are toxic to humans.,"Small tree, or sometimes a shrub, with opposite finely toothed leaves that are glabrous on both sides and pink-purple 4-parted capsules.","Unlike our native Euonymous atropurpureus, the undersides of European spindle tree leaves are glabrous (hairless).  This planted ornamental rarely escapes, and is present mostly in far SE Wisconsin.",Introduced - escaped,opposite,simple,Upright,no thorns,lanceolate,elliptic,,,finely toothed,,acute,,acute,obtuse,No,"Yes, No",Inconspicuous / Green,,cyme,,,"leathery capsule, papery capsule","pink, purple, orange",glabrous - matte,glabrous - matte,pinnate,red,yellow,none of these features,unavailable,,No,unavailable,
Forest,broadleaf shrub,Euonymus obovatus,running strawberry-bush,,Celastraceae,WI,Rare or possibly overlooked native woodland understory plant with official records only in Outagamie and Milwaukee counties in WI.,"Dwarf shrub or short trailing vine 15-45 cm (½–1½') tall and up to 1.5 m (3½') long.  Leaves opposite, obovate, finely toothed, and hairless, 6 cm (2 1/2"") long and 4 cm (1 3/4"") wide.  Leaves on very short 3 mm (1/8"") petioles, almost appearing sessile. Cymes of 1-4 flowers develop from the axils of the leaves, and lay atop the leaf. Flat open flowers are 8 mm (1/3""), with 5 pale purplish-brownish petals, the 5 stamens and central pistil very short. Fruit is a pink to orange globoid capsule, ¾"" across, with 3-5 lobes, splitting open to reveal scarlet arillate seeds.
","April, May, June",Potential as an ornamental groundcover.,"Low sprawling shrub/vine with opposite, obovate, finely toothed leaves.  Purplish-brown flowers rest on the upper leaf surface and capsule is pink-purple and bumpy.",Differs from other Euonymus by its low stature (< 2 ft).,Native,opposite,simple,"Upright, sprawling or arching",no thorns,elliptic,obovate,,,finely toothed,,obtuse,,acute,rounded,No,"Yes, No",Showy / Colorful,"purple, brown",cyme,radial,5,"leathery capsule, papery capsule","pink, purple, orange, red",glabrous - matte,glabrous - matte,pinnate,unavailable,,none of these features,hairless,,No,unavailable,
Wet area,broadleaf shrub,Frangula alnus,European alder buckthorn,glossy buckthorn,Rhamnaceae,"Europe, Northern Africa, Central Asia",Prefers wet soils. ,Coming soon!,"May, June, July, August, September",Introduced as an ornamental but now potentially invasive and should not be planted,"Tall shrub (to 7 m) with simple, alternate leaves, umbels come directly from leaf node, berries are red, black when ripe. ",Rhamnus spp.,Introduced - naturalized,alternate,simple,Upright,no thorns,elliptic,obovate,,,entire,wavy,acute,rounded,rounded,obtuse,No,"Yes, No",Showy / Colorful,white or cream,umbel,radial,5,drupe,"red, black",glabrous - glossy,"glabrous - matte, hairy",pinnate,red,yellow,none of these features,hairy,hairless,Yes,,
Bog,forb/shrub,Gaultheria hispidula,creeping-snowberry,moxie,Ericaceae,WI,"Wet areas such as bogs, swamps, conifer woodlands, and often on decaying logs.",Coming soon!,"May, June",Native Americans used an infusion of the leaves as a tonic.  Wildlife eat the fruits.,"Low, creeping shrub with stems erect, 5-parted flowers, and red berries.",Gaultheria procumbens has four parted flowers and white berries.,Native,alternate,simple,Mat-like or creeping,no thorns,elliptic,orbicular,,,entire,,obtuse,"rounded, acute",acute,"obtuse, rounded",No,"Yes, No",Showy / Colorful,white or cream,solitary,radial,4,berry,white,glabrous - glossy,"hairy, prickly",inconspicuous,unavailable,,"none of these features, absent - leaf sessile",hairy,,Yes,,
"Bog, Forest",forb/shrub,Gaultheria procumbens,wintergreen,"teaberry, checkerberry, deerberry, creeping wintergreen",Ericaceae,WI,Usually found in acidic soils in dry or mesic forest.,"Diminuitive, creeping, evergreen shrub with upright stems to 15 cm (6"") tall. Leaves alternate, spirally arranged, elliptic to obovate, 2-4.5 cm (¾ to 1¾"") long, 0.8-2.5 cm (1/3 to 1"") wide, with a few widely spaced teeth along the margin.  Leaves have a glossy surface and a minty odor when crushed.  Flowers white (sometimes tinged with pink) and urn-shaped, nodding and often hidden beneath the leaf.  Fruit a red berry, often with a unique star-shaped pattern on the tip. ","July, August",Original source of wintergreen flavoring.  A minty tea can be made from the leaves.  Berries are edible in small quantities. Winter browse for deer,"Low, creeping shrub with prostrate stems, four parted flowers, and white berries.",Gaultheria hispidula has 5-parted flowers and red berries,Native,alternate,simple,Mat-like or creeping,no thorns,obovate,elliptic,,,coarsely toothed,entire,rounded,obtuse,acute,obtuse,No,"Yes, No",Showy / Colorful,white or cream,solitary,radial,5,berry,red,"glabrous - glossy, hairy",unavailable,"inconspicuous, pinnate",orange,,none of these features,hairless,,Yes,,
"Forest, Disturbed area",broadleaf shrub,Gaylussacia baccata,black huckleberry,huckleberry,Ericaceae,WI,"Dry; woods, forests, thickets; in rocky, sandy soil",Coming soon!,"May, June",Edible fruits and food for wildlife,"Highly branched shrub with alternate, simple leaves with orange-yellow resinous dots.",,Native,alternate,simple,Upright,no thorns,elliptic,obovate,,,entire,,rounded,obtuse,acute,obtuse,No,"Yes, No",Showy / Colorful,"yellow, orange, red",raceme,radial,5,drupe,"red, purple, black",glabrous - glossy,glabrous - matte,"pinnate, inconspicuous",orange,,none of these features,hairy,,Yes,,
Disturbed area,broadleaf shrub,Genista tinctoria,dyer's greenweed,dyer's broom,Fabaceae,"Europe, Turkey","Meadows and pastures in its native range.  In WI, records only in Door County. ","Shrub to 60–90 centimetres (24–35""n) tall, the branched stems often green and woody, sweeping upwards. The alternate, nearly sessile leaves are glabrous and lanceolate. Flowers golden yellow, pea-like, in narrow upright racemes. The fruit is a long, pod resembling a green bean. ","June, July, August, September",Used to make yellow dye. Also some medicinal value.,"Cultivated plant. Has simple leaves and yellow, pea-like flowers.","Genista anglica has smaller leaves, flowers, and fruits, and also has spines. Distinguished from other legumes by having simple leaves.",Introduced - escaped,"alternate, whorled",simple,"Sprawling or arching, Upright",no thorns,elliptic,lanceolate,,,entire,,acute,rounded,acute,rounded,No,"Yes, No",Showy / Colorful,yellow,raceme,bilateral,5,pod,"black, brown","glabrous - glossy, glabrous - matte","glabrous - glossy, glabrous - matte","pinnate, inconspicuous",unavailable,,absent - leaf sessile,hairless,hairy,Yes,,
Forest,"broadleaf tree, broadleaf shrub",Hamamelis virginiana,American witch-hazel,,Hamamelidaceae,WI,Mesic forest.,Coming soon!,"October, September, November","Many internal and external medicinal uses. An anti-inflammatory and soothing extract or poultice from the leaves treats varicose veins, hemorrhoids, cuts and scrapes, as well as eczema and other skin conditions.   Tincture or tea can be taken orally to treat sore throat, oral inflammation, and as a general health tonic. The shrub also has ornamental value.","Alternate, simple, obovate leaves with wavy margins and sometimes an indented leaf tip.  One of the few plants that flowers in fall.  Flowers with yellow linear petals.  Odd 4-pointed fruits (capsules). ","Hazelnuts (Corylus cornuta, Corylus americana) have leaves with doubly-toothed margins and pointed tips",Native,alternate,simple,Upright,no thorns,ovate,obovate,,,wavy,,acute,obtuse,rounded,cordate,No,"Yes, No",Showy / Colorful,"yellow, red",cluster,,4,capsule,brown,glabrous - matte,"glabrous - matte, hairy",pinnate,yellow,,none of these features,hairless,scurfy,"No, Yes",,
"Disturbed area, Prairie, Wet area, Forest",broadleaf shrub,Hudsonia tomentosa,false heather,"woolly beach-heather, golden-heather",Cistaceae,WI,Small bushy or mat-like plant of dry dunes with tiny scale like leaves densely covered in hairs,Coming soon!,"May, June, July",Salt tolerant plant that is used in sand dune restoration projects.,Forms dense mats and has scale-like pubescent leaves.,,Native,alternate,simple,Upright,no thorns,scale-like,lanceolate,,,,,,,,,No,"Yes, No",Showy / Colorful,yellow,solitary,radial,5,capsule,brown,hairy,hairy,,unavailable,,none of these features,unavailable,,"Yes, No",,
"Forest, Wet area",broadleaf shrub,Hypericum kalmianum,Kalm's St. John's wort,,Hypericaceae,WI,"In rocky, sandy moist soils in open woods, interdune swales, and shores of sandy ponds and lakes. ","Small, compact, upright shrub or subshrub that forms a dense mound to 60-100 cm (2-3’) tall.  Leaves opposite, narrow, linear-oblong and sessile, to 5 cm (2”) long on 4-angled stems, sometimes with clusters of smaller leaves emerging fro the axils. Leaves dotted with tiny yellow glands that are easiest to see when backlit. Some leaves stay on the plant through winter.  Flower showy, yellow, 3-4 cm (1.5"" in diameter) in 3- to 7-flowered terminal cymes. Flower has five open petals and a distinctive tuft of many yellow stamens. The ovary has 5 vertical ridges, and develops into a vase-shaped brown capsule that mature in fall, often persisting on the shrub until spring.  The 5 chambers of the capsule each contain multiple seeds.","July, August",Ornamental. Bees collect pollen from flowers.  ,"Bushy shrub with linear opposite leaves and showy yellow flowers, growing in moist, sandy places.","Shrubby St. John's Wort (Hypericum prolificum) has 3-celled seed capsules and broader leaves.  Most Hypericum species in WI are herbs or forbs, not shrubs.",Native,"opposite, whorled",simple,Upright,no thorns,linear,,,,entire,revolute,acute,rounded,acute,,No,"Yes, No",Showy / Colorful,yellow,cyme,radial,5,papery capsule,"green, brown",glabrous - matte,"whitish/waxy (glaucous), glabrous - matte",inconspicuous,unavailable,,absent - leaf sessile,hairless,,"No, Yes",unavailable,
"Forest, Wet area, Prairie, Disturbed area",broadleaf shrub,Hypericum prolificum,shrubby St. John's-wort,,Hypericaceae,WI,"Habitats include dry prairies, rocky woodlands and bluffs, rocky stream banks, swamps edges, abandoned fields, pastures, and roadside embankments.","Erect bushy shrub, 30 cm - 1.3 m (1-4') tall with opposite narrowly elliptic or lanceolate leaves 4-8 cm (1.5-3"") long and 6-18 mm (1/4-3/4"") wide.  Leaves entire margined, glabrous, and nearly sessile.  Lower stems woody, with shredded peeling bark, young stems greenish red and angled or narrowly winged.  Flowers showy, yellow, 1.8 - 2.5 cm (3/4 - 1"") across in clusters of 3-7 near the tips of the branches.  Flowers with 5 yellow petals, 5 green sepals, a pistil with 3 united styles, and many stamens in a central tuft.  The stamens are almost as long as the petals.  Fruit a 3 (sometimes 4)-parted elongate capsule with the 3 styles persisting at the tips.","July, August, September",Ornamental. Bees collect pollen from flowers.  ,,,Special concern,opposite,simple,Upright,no thorns,elliptic,lanceolate,,,entire,revolute,acute,rounded,acute,,No,"Yes, No",Showy / Colorful,yellow,"cluster, cyme",radial,5,papery capsule,"green, brown",glabrous - matte,glabrous - matte,"inconspicuous, pinnate",unavailable,,absent - leaf sessile,hairless,,"No, Yes",unavailable,
