,,,,,,,,,,,,,,,,,DEPENDS ON LEAF_TYPE = ANYTHING BUT SIMPLE,DEPENDS ON LEAF_TYPE = ANYTHING BUT SIMPLE,DEPENDS ON OPPOSITE > PINNATELY COMPOUND,,,"DEPENDENT ON OPPOSITE, SIMPLE, LOBED",DEPENDENT ON MAPLE-SINUS-SHAPE > V-SHAPED,,,,,,,,DEPENDANT ON flower_type = showy,,,,,,
"broadleaf tree, broadleaf shrub",Cornus alternifolia,alternate-leaved dogwood,pagoda dogwood,Cornaceae,WI,Understory species found throughout WI.,"Small understory tree to 25' tall, usually less.  Leaves alternate but spirally arranged at the tip of branchlets, simple, and broadly elliptic to round with 5-6 pairs of arcuate secondary veins curving toward the tip of the leaf.  The margins are entire.  The branches are borne horizontally in whorls around the trunk, making an attractive layered branching pattern, hence the name pagoda dogwood.  The bark is smooth and grey.  White flowers are in rounded cymose clusters, 1¼ to 2¾"" across, at the tips of the branches. Each flower has 4 petals and is about 1/4"" wide.  The 1/4 - 3/8"" fruits are blue on red stalks, in upright clusters on the ends of the branches.  The twigs are greenish brown to deep red, with small white diamond-shaped lenticels.",Ornamental.,"Branches in distinct horizontal layers, pagoda-like.  Alternate leaves with arcuate venation. Fruits blue.","All other Cornus have opposite leaves.  The identity as a Cornus can be confirmed with the ""Cornus test"" -- gently pull a leaf apart into two halves, and you will see threadlike fibers connecting the veins of the top half to the bottom half. ",Native,,broadleaf,alternate,simple,"ovate, orbiculate, obovate",,,,entire,arcuate,,,round,no,dull,dull,no,no thorns,showy / petals present,white,radial,berry,blue,smooth,"copper, red",grey-brown
"broadleaf tree, broadleaf shrub",Rhamnus cathartica,common buckthorn,European buckthorn,Rhamnaceae,Europe,"INVASIVE!  Extremely abundant, shade-tolerant invasive exotic in many habitats, especially in southern WI. Often dominates the understory of forests and woodlands.","Shrub with dark green leaves that are sub-opposite (some opposite, some alternate) with arcuate venation.  The bark is smooth and dark grey, becoming cracked and peeling in larger individuals.  The ends of the twigs come to a sharp point.  Clusters of unremarkable flowers emerge from the axils of the leaves and produce clusters of shiny black, round berries.  This shrub is one of the first to leaf out in spring, and the last to drop leaves in fall, thus it effectively shades out native understory plants.","By wildlife:  Birds eat and disperse the seeds.
By humans:  Formerly used as an ornamental, but has become one of the most problematic invasives in WI.",Sub-opposite leaves with arcing veins and shiny black fruits,"Dogwoods (genus Cornus) have consistently opposite leaves with arcuate veins, but blue-black or white fruits are borne in branched inflorescences, not shiny black and clustered at the leaf axils.","Highly invasive exotic, difficult to eradicate",,broadleaf,"alternate, opposite",simple,"ovate, obovate",,,,finely toothed,arcuate,,,round,no,"dull, shiny","dull, shiny",no,no thorns,showy / petals present,"green, yellow",radial,"berry, drupe",black,"smooth, peeling/papery",yellow-green,grey-brown
"broadleaf tree, broadleaf shrub",Alnus glutinosa,European alder,black alder,Betulaceae,Europe,"Planted for streambank cover and stabilization, reclamation.  Association with nitrogen fixing bacterium (Frankia alni) enables it to grow in poor soils.","Tree 40-60 ft tall, often with several trunks and a narrow crown. Leaves alternate, simple, broadly obovate or oval, with doubly serrate margin and a blunt or notched tip.  Leaves coated with somewhat sticky resin on top and bottom.  Male catkins clustered, 1 1/2 - 5"" long and drooping. Female catkins ovoid, become woody and cone-like when ripe in late summer.  Persist on tree through winter.  Fruits a flat, 2-4 mm long winged nutlet borne within the cones (shake out to see). Bark smooth greyish-green turning a speckled grayish-brown with pale, horizontal lenticels.  Winter buds on a 1-2 mm stalk and covered by a single bud scale.","By wildlife:  Seeds provide food and thickets provide shelter for many species in winter.
By humans: Planted as ornamental, flood control, and reclamation species in wet areas.  In Europe, it grows mostly on moist ground near rivers, ponds and lakes, but can also grow in drier locations and mixed woodland edges. Wood resists rot underwater, so the tree is used for underwater pilings.  The bark produces colored tannins used to produce brown and black dyes.  Many medicinal uses have been reported for this tree:  including as an astringent, cathartic, anti-inflammatory, and emetic, as well as for treatment of sore throat, lice, and scabies (bark);  also for breast pain, cancer, and rheumatism (leaves);  antibacterial on E. coli and MRSA (seeds). ",Shrubby tree of wet habitats.  Leaves notched at tip.  Small woody cones bear winged seeds.,"Speckled alder (Alnus incana):  Our native alder is a thicket-forming shrubby tree with leaves that come to an acute tip, not blunt or notched like the European alder. It is much more widespread in wet places in WI than the European species.","Introduced, potentially invasive",,broadleaf,alternate,simple,"orbiculate (round), obovate",,,,doubly toothed,pinnate,,,round,no,dull,dull,no,no thorns,inconspicuous / petals absent,,,catkin/cone,,lenticellate,yellow-green,grey-brown
broadleaf tree,Betula cordifolia,heart-leaf birch,"mountain white birch, mountain paper birch",Betulaceae,WI,"Moist areas, near lakes, on rocky slopes, and rich woods.","Betula cordifolia was once considered a variety of paper birch (B. papyrifera). The tree can reach 75 ft tall and trunk diameters up to 30"", but such large trees are rare.  Mature bark is white or bronze-white, peeling in thin layers. The inner surface of the bark is copper coloured and the young bark is shiny brown with pale brown lenticels. Leaves are alternate, ovate, 3 - 5"" long (6–12 cm) long, and double-toothed. As the species epithet suggests, the leaf base is generally cordate (heart-shaped), however this can be misleading as it is occasionally flat or rounded. The leaves are dotted with many resin glands and the buds are ovoid and blunt. The twigs are yellow-brown to dark-brown and are dotted with resin glands and gray lenticels. They lack the hairs found on Betula papyrifera. The flowers are catkins, with pollen catkins 1-2"" cm long and seed catkins 1/2 - 1"" long. The seed catkins mature to about 3–5 cm long and bear tiny winged nutlets 1/16 - 1/8"" long.",,,"Paper birch (Betula papyrifera):  Heart-leaf birch can be distinguished from paper birch by having leaves dotted with resin glands (use a hand lens) and usually some are cordate (heart-shaped) while paper birch's leaves are mostly ovate.  Young shoots of heart-leaf birch are not hairy, as they are in paper birch. ",Native,,broadleaf,alternate,simple,cordate,,,,doubly toothed,pinnate,,,round,no,"dull, shiny","dull, shiny",no,no thorns,inconspicuous / petals absent,,,catkin/cone,,peeling/papery,yellow,"tan, white, pinkish-white"
broadleaf tree,Betula pumila,"bog birch, dwarf birch, swamp birch",,Betulaceae,WI,"Moist to wet; bogs, calcareous fens, wooded swamps, muskegs, lakeshores","A dense, multistemmed shrub of wet areas, usually 4 - 13' tall, but highly variable in leaf characters and height.  Leaves are simple and alternate, but clustered into 2s or occasionally 3s on short, spur-like shoots, making it difficult to tell the leaves are alternate.  Leaves borne singly on the youngest elongating branches. The leaf is obovate, widest above the middle, 3/4 - 1 1/2"" long, 1/2 - 1"" wide, with coarse rounded or sharp teeth (sometimes doubly toothed) on the margins. The upper surface is dark green, and smooth or with a few scattered hairs and glandular dots, the lower surface similar but lighter green.  Twigs are brown to red-brown or burgundy, with scattered lenticels. New twigs is hairy but becomes hairless by the second year.  Older bark is gray to red-brown with pale lenticels.  Flowers in catkins; male flowers develop in fall as a slender spike tightly enclosed by bud scales, and opening to 3/4 - 1"" pendant catkin in spring.  Female catkins are cylindrical, 1/3 to 3/4"" long, becoming erect, egg-shaped clusters of 1/8 - 1/4"" long winged nutlets. ","By wildife:  Seeds for songbirds, browse for deer, cover for Greater Prairie Chicken in WI.",Multistemmed shrub with doubly toothed margins and catkins in wet areas.,"Yellow birch (Betula alleghaniensis):  All other WI birches are trees, however young yellow birch also growing in wet places can be distinguished from bog birch by having a wintergreen odor in the bark when it is torn from the twig.",Native,,broadleaf,alternate,simple,obovate,,,,doubly toothed,pinnate,,,round,no,"dull, shiny","dull, shiny",no,no thorns,inconspicuous / petals absent,,,catkin/cone,,"smooth, lenticellate","yellow, orange","brown, red, green"
broadleaf tree,Betula alleghaniensis,yellow birch,,Betulaceae,WI,Found throughout WI in wet and mesic forests. More abundant in northern WI.,"Tree to 100' tall, with a straight trunk, and smooth dark-grey silvery or platinum colored bark peeling horizontally into thin strips. The twigs when torn give off a minty wintergreen smell.  The alternate, simple leaves are often borne in pairs on short shoots.  The leaf is ovate to elliptic and often slightly cordate, with a doubly-toothed margin.  The underside of the leaf has hairs.  Flowers are in catkins, the male catkins pendant, the female catkins erect, and the fruits, released in fall, are tiny winged samaras borne within the catkin bracts; the wings narrower than the seed.","By wildlife: Seeds eaten by birds.  Bark foraged upon by yellow-bellied sapsuckers. Shoots browsed by deer and rabbits.
By humans:  Most important species for birch lumber in the U.S. Fine, light colored wood is used for flooring, furniture, doors, veneer, cabinetry and toothpicks.","Silvery, horizontally peeling bark.  Leaves doubly toothed.","Heart-leaf birch (Betula cordilfolia) lacks the wintergreen odor in the twigs, and the bark does not peel in thin horizontal strips.  ",Native,,broadleaf,alternate,simple,ovate,,,,doubly toothed,pinnate,,,round,no,"dull, shiny","dull, shiny",no,no thorns,inconspicuous / petals absent,,,catkin/cone,,peeling/papery,yellow,silvery
broadleaf tree,Betula nigra,river birch,"black birch, red birch",Betulaceae,WI,"Found on flood plains near Mississippi and WI Rivers, in southern and central WI.  Absent from northern part of the state. Commonly planted as ornamental.","Tree to 80' tall, often with several trunks, rounded crown.  Bark yellowish, pinking, or creamy white or grey-brown, peeling into papery sheets; dark, horizontal lenticels; twigs with no wintergreen taste or smell.  Leaves ovate to somewhat deltoid, coarsely doubly toothed with pointed tip, 1 1⁄2–3 1⁄4"" (4-8 cm) long and 1 1⁄4–2 1⁄4"" (3-6 cm) wide.  Flowers on catkins in late spring. Fruits conical to round, erect catkins with scales often remaining into early winter.  Samara wings on tiny seeds narrower than the body and usually widest near the top.","By wildlife:  Seeds eaten by birds. 
By humans:  Boiled sap was used as a sweetener by Native Americans. Essential oils from leaves have demonstrated insecticidal, nematicidal, and antibacterial properties.
 ",,,Native,,broadleaf,alternate,simple,ovate,,,,doubly toothed,pinnate,,,round,no,"dull, shiny","dull, shiny",no,no thorns,inconspicuous / petals absent,,,catkin/cone,,peeling/papery,yellow,"pinkish-white, tan"
broadleaf tree,Betula papyrifera,paper birch,"canoe birch, white birch",Betulaceae,WI,"Shade-intolerant pioneer tree found throughout WI in moist woods, and rocky slopes. Often colonizes recent burns.","Tree to 65' tall, often with several trunks and narrow crowns. Bark distinctly white and peeling in papery sheets, especially on medium sized branches.  Occasionally reddish brown turning reddish white to tan or bronze with age; dark, horizontal lenticels. Leaves narrowly ovate with a short tip and doubly-toothed margin, usually with a cordate base.  Leaves usually somewhat hairy below.  Flowers in catkins usually about 2"" long; blooms in late spring. Fruits in a hanging cylindrical catkin; wings of samara wider than the body of the tiny seeds and widest near the top.","By wildlife:  Birds eat seeds, yellow-bellied sapsuckers favor the trees' sap.  Deer and rabbits browse shoots and leaves.  Moose browse on bark in winter. 
By humans:  Soft but heavy wood of very light color used for paper, pulpwood, firewood, furniture, and flooring.  Bark makes excellent tinder, and Native Americans used it for water-proofing and building canoes.","White bark that peels in papery rolls.  Alternate, doubly toothed leaves.","River birch (Betula nigra) has peeling bark, but it is pinkish or yellowish or bronzy in color.  River birch is restricted to floodplains in southern half of WI.",Native,,broadleaf,alternate,simple,ovate,,,,doubly toothed,pinnate,,,round,no,"dull, shiny","dull, shiny",no,no thorns,inconspicuous / petals absent,,,catkin/cone,,"peeling/papery, lenticellate",yellow,white
"broadleaf tree, broadleaf shrub",Prunus nigra,Canadian plum,,Rosaceae,WI,Not a common tree. Found scattered across WI in woodlands and woodland edges.,"Small tree sometimes suckering from base with alternate, simple leaves 2½ to 4¼"" long and 1½ to 2¾"" wide. Long, dull and rough thorns adorn the branches. The blade is broadly elliptic to obovate-elliptic, often widest above the middle, abruptly tapered to a point on a 1/3 to 2/3"", hairy stalk with a few small glands near the leaf blade. Edges are finely or doubly-toothed, the teeth blunt with a small gland at the tip (use a hand lens). The upper leaf surface is dark green, sparsely hairy, the lower surface is lighter and sparsely to densely hairy, especially along the veins.  Bark is smooth and gray, becoming coarse and peeling on older stems.  Fruit is a purplish or red drupe with a single pit, 1"" in diameter, with a whitish waxy coating.","Fruits made into jellies, jams, pie, and wine.","Small tree with long-tipped ovate-lanceolate leaves, dull thorns, glands on leaf stalk, and large oval drupes (plums).","American Plum (Prunus americana) is very similar, and is a more common tree, found in sunny sites, not in woods. The two species may overlap where forest meets prairie. Canada Plum has broader leaves with blunt, gland-tipped teeth and glands on the leaf stalk, while American Plum has sharply toothed leaves and glands at the base of the leaf. ",Native,,broadleaf,alternate,simple,"obovate, ovate, lanceolate, elliptic",,,,"coarsely toothed, finely toothed",pinnate,,,round,no,dull,"dull, hairy",no,bumpy thorns,showy / petals present,white,radial,drupe,"purple, red","smooth, fissured","red, burgundy",grey-brown
broadleaf tree,Prunus americana,American plum,wild plum,Rosaceae,WI,"Common in southern portion of state in sunny, open habitat.","A shrub or small tree with 2-2 1/2"" dull, bumpy thorns, common in prairies and woodland borders. Has expanded with fire suppression to form dense thickets from root sucker shoots. Leaves are simple, alternate, elliptic to oblong-elliptic, 2 - 4"" long and 1¼ to 1¾"" wide, the tip abruptly tapered to a long point. Upper surface is dark green and mostly hairless, the lower surface is lighter and somewhat hairy. Edges are sharply, often doubly toothed, the teeth without glands. Small glands present at base of leaf near stalk (use hand lens).  The fruit is a purple round to oval drupe with a single stony pit.  Bark starts smooth and grey but becomes dark grey, coarsely fissured and scaly. Young twigs are reddish brown with flaky, waxy coating and hairs.","Fruits made into jellies, jams, pie, and wine.","Small tree with long-tipped ovate-lanceolate leaves, dull thorns, and large oval drupes (plums).","Canadian plum (Prunus nigra) is a woodland species with glands on teeth and on leaf stalk, rather sharp teeth and glands on leaf base.  
Hawthorns (Crataegus spp.) have smooth shiny thorns, not dull bumpy ones.",Native,,broadleaf,alternate,simple,"obovate, ovate, lanceolate, elliptic",,,,"coarsely toothed, finely toothed",pinnate,,,round,no,dull,"dull, hairy",no,bumpy thorns,showy / petals present,white,radial,drupe,purple,"scaly, smooth","orange, yellow, red",grey-brown
"broadleaf tree, broadleaf shrub",Prunus virginiana,chokecherry,eastern chokecherry,Rosaceae,WI,Understory tree found throughout WI.,"Understory shrub with alternate, simple, broadly ovate to elliptic leaves with toothed margins paired glands on petiole.  Bark of larger stems is grey with a darker net-like pattern on it.  The flowers are small, white, and in elongate racemes. The fruit is a drupe, red becoming black when ripe.  ",Little commercial value for humans. ,"Shrub with net-like pattern on bark, and paired glands on leaf petiole. Toothed leaf without rusty hairs on the underside.","Black cherry (Prunus serotina) is a tree with dark grey (almost black) scaly bark, while choke cherry is a shrub with smooth grey bark having a net-like pattern of darker lines on it.  The leaves of choke cherry lack a line of rusty hairs along the midvein beneath.",Native,,broadleaf,alternate,simple,"ovate, elliptic",,,,finely toothed,pinnate,,,round,no,dull,dull,no,no thorns,showy / petals present,white,radial,drupe,black,"smooth, peeling/papery","yellow, orange",grey-brown
"broadleaf tree, broadleaf shrub",Elaeagnus umbellata,autumn olive,,Elaeagnaceae,Eurasia,"Drought-tolerant, sun-loving shrub of grasslands, fields, open woodlands and other disturbed areas.","Shrub to 20 ft tall, with twigs, buds and leaves having silvery to rusty scales.  Leaves alternate, ovate to lanceolate, with entire margins.  Dull green above, and often with brown or whitish scales on the underside, giving a golden-coppery appearance.  Flowers aromatic, pale yellow or white, 1/2"" long, with 4 pointed sepals. Fruits are small, deep red to pink drupes, dotted with brown or silvery scales.  ","By wildlife:  Birds eat the fruits and disperse the seeds.
By humans: Landscape shrub, hedge, windbreak. ","Shrubby plant with alternate, ovate leaves with rusty or whitish scales beneath and a dark red drupe.","Russian olive (E. angustifolia) leaves are narrow-elliptic with silvery scales on both sides., with a yellowish or silvery mealy fruit. ",Invasive exotic and spreading,,broadleaf,alternate,simple,"ovate, lanceolate, elliptic",,,,entire,inconspicuous,,,round,no,scaly,scaly,no,"no thorns, smooth thorns, bumpy thorns",showy / petals present,"white, yellow","radial, bilateral",drupe,red,"smooth, shaggy",yellow,grey-brown
"broadleaf tree, broadleaf shrub",Elaeagnus angustifolia,Russian olive,oleaster,Elaeagnaceae,Eurasia,"Invasive species on poor soils and floodplains, replacing cottonwoods and willows.","Thorny shrub or small tree, 15-25 ft tall, with twigs, buds, and leaves densely covered with silvery to rusty scales. The leaves are alternate, lanceolate, 1 1⁄2–3 1⁄2"" (4–9 cm) long and 3⁄8–1"" (1–2.5 cm ) wide, with entire margins. The aromatic flowers are produced in clusters of one to three, and are 1 cm long with a four-lobed creamy yellow calyx; they appear in early summer and are followed by clusters of fruit, a small olive-like drupe 1/3""– 3/4"" long (1.0–1.7 cm), orange-red and covered in silvery scales. The fruits are edible and sweet, though with a dryish, mealy texture. ","By wildlife:  Birds eat the fruits and disperse the seeds.
By humans: Landscape shrub, hedge.  In Persia, the dried fruit is used to treat joint pain.",Silvery foliage and a silvery or  yellowish drupe fruit.,"Autumn olive (E. umbellata) has wider, ovate leaves with silvery or rusty scales mostly on the underside, and a red drupe.   ","Invasive exotic, and spreading",,broadleaf,alternate,simple,"elliptic, lanceolate",,,,entire,inconspicuous,,,round,no,"scaly, hairy",scaly,no,"no thorns, smooth thorns, bumpy thorns",showy / petals present,yellow,"radial, bilateral",drupe,"silvery, brown, yellow, orange","smooth, peeling/papery",silvery,grey-brown
broadleaf tree,Prunus serotina,black cherry,,Rosaceae,WI,Found throughout WI in upland forests.,"Medium size tree that becomes less shade-tolerant as it grows, causing the trunk to meander upward in search of light.  Bark is distinctive, very dark grey, with somewhat rounded plates curled outward on the edges, giving the tree a scaly appearance.  Leaves alternate, simple, with rounded teeth and paired glands on the petiole.  Lanceolate or elliptic, shiny green above, green underneath with a line of rusty hairs along the midvein near the base.  Leaves have faint cherry odor when crushed.  Flowers white, arranged on a long spike.  Fruits black when ripe and quickly removed by birds.  ",By wildlife: Fruit is eaten by birds and mammals.,Almost black scaly bark on crooked trunk.  Shiny green leaves with rusty hairs along the midvein beneath and glands on the petiole.,"Choke cherry (P. virginiana) is a shrub that could be confused with young black cherry, but choke cherry has dull green ovate leaves, while black cherry has shinier dar green leaves that are lanceolate and usually have a row of rusty hairs on the underside along the midvein.  The bark of choke cherry is smooth has a net-like woven pattern of darker greyish-brown lines on it.",Native,,broadleaf,alternate,simple,"elliptic, lanceolate",,,,finely toothed,"pinnate, inconspicuous",,,round,no,shiny,"dull, hairy",no,no thorns,showy / petals present,white,radial,drupe,black,"scaly, smooth",yellow,grey-brown
broadleaf tree,Celtis occidentalis,northern hackberry,,Celtidaceae,WI,"Found on moist soils, in floodplains and along streams throughout WI. Occasional street tree.","Tree having unique bark with warts and irregular corky ridges.  Leaves, alternate, lanceolate to ovate-cordate, base somewhat cordate, and the tip coming to a long point;   rough textured, with 3-veined at base with toothed margins.  Flowers inconspicuous, green, borne at leaf axils, developing into a small round drupe that becomes black when ripe. ","Wood may be used for furniture, handles, sportinng goods. Not commercially important.",Distinctive warty bark.  Toothed leaves with long extended tip and 3-veined leaf base.,"Elms have asymmetrical leaves, but lack the warty bark, and have samaras, not a black drupe as a fruit.",Native,,broadleaf,alternate,simple,"ovate, lanceolate",,,,"finely toothed, coarsely toothed",3-veined,,,round,yes,"dull, hairy, rough",dull,no,no thorns,inconspicuous / petals absent,,,drupe,"black, green",corky,"yellow, yellow-green",grey-brown
"broadleaf tree, broadleaf shrub",Prunus pensylvanica,pin cherry,"bird cherry, fire cherry, red cherry",Rosaceae,WI,"Shade-intolerant pioneer of forest edges and disturbed sites that colonizes or grows back quickly following fire, logging, or blow-downs. Also along road or powerline corridors.","Shrub or small tree with alternate, simple leaves with rounded teeth and a pair of small glands on the petiole.  Trunk be up to 6½"" diameter at breast height in our area.  Leaves dark green above, and lighter green below sometimes with hairs along the midvein, 1½ – 4½"" long (4–11 cm) long and ⅓ – 1 ⅝"" ( 1–4.5 cm ) wide.  Flowers grouped in 3's to 7's on flat-topped umbels, white, 1/2"" in diameter, with 5 petals.  The fruit is a bright red drupe, about 1/4 - 1/3"" in diameter.  The bark is a shiny reddish brown to gray, peeling in horizontal strips and with conspicuous lenticels. ","By wildlife: Fruit is eaten by birds and mammals.
Little commercial value for humans.  Fruit can be preserved as jellies, and wood may be suitable for fiber or fuel production.","Shrub with reddish bark, alternate leaves with paired glands, clusters of white flowers, and bright red drupes. ","Chokecherry (P. virginiana) is more common, and has dull grey bark with a darker reticulate net pattern.  The flowers are in elongated racemes, not small clusters, and fruits are black when ripe.
Black cherry (P. serotina) is a larger tree, having smooth dark grey bark when young.  The leaves have rusty hairs along the midvein beneath, and the fruits are black.",Native,,broadleaf,alternate,simple,"lanceolate, ovate",,,,finely toothed,"pinnate, reticulate",,,round,no,shiny,"dull, hairy",no,no thorns,showy / petals present,white,radial,drupe,red,"peeling/papery, smooth","orange, yellow, red",grey-brown
broadleaf tree,Tilia americana,basswood,"American linden, American basswood",Malvaceae,WI,Shade-tolerant tree of mesic forests throughout WI.,"Large, shade-tolerant tree with deeply ridged bark, often with sucker shoots arising from the base.  Leaves alternate, simple and cordate, with a 3-veined leaf base.  Leaf base may be quite asymmetrical. The margin is coarsely toothed.  The small fragrant flowers are pale yellowish green, and borne 5-10 in a cluster on a stalk coming off the middle of unique leafy bract, 2-4"" long.  The fruits are hard, dry, round nutlets covered with velvety grey-brown hairs, that are dispersed by wind along with the leafy bract.","By wildlife:  Many insects are attracted to the sweet nectar of the flowers.
By humans:  Basswood honey is prized, and syrup can be made from the sap. The flowers are made into tea, and used to treat colds, flus, migraines, and anxiety-induced indigestion.   The wood is light and not very strong, with little grain.  It can be used for cheap furniture and for solid-body guitars.  It does not readily splinter, so it is used to make seats on swings and saddles.","Broad, heart-shaped leaves with toothed margin and asymmetrical base.  Flowers and fruits attached to unique leafy bract.","Red bud (Cercis canadensis) also has heart shaped (cordate) leaves, but they are entire and the fruit is a legume pod.
Catalpa spp. also have cordate leaves but these are also entire and may be lobed.
Hackberry (Celtis occidentalis) has narrower leaves that are lanceolate with a cordate base and long acuminate tip.  The drupes are not subtended by a leafy bract.",Native,,broadleaf,alternate,simple,cordate,,,,"coarsely toothed, finely toothed",3-veined,,,round,yes,"dull, shiny",dull,no,no thorns,showy / petals present,"green, yellow",radial,drupe,brown,"ridged, fissured","yellow-green, yellow",grey-brown
broadleaf tree,Fagus grandifolia,American beech,beechnut,Fagaceae,WI,"Shade-tolerant, late-successional member of rich, well-drained upland forests in far eastern portion of WI, where it commonly grows together with sugar maple, yellow birch, and Eastern hemlock.","Tree to 100' tall with very smooth, light gray bark, with darker grey chevron patterns where the branches come out.  Branches often held horizontally.  Leaves elliptic to narrowly elliptic, papery in texture, up to 6"" long, with large, widely spaced teeth and straight veins extending to the tips of the teeth.  Underside of leaf with scattered hairs.  Flowers in inconspicuous catkins.  Fruits a small brown to reddish brown ""bur"", opening into 4 thin section when ripe  to reveal 1-3 sharply angled nuts.  Easy to identify in winter by the long-pointed coppery buds covered in overlapping scales, and the light coppery brown leaves that still persist on the tree. ","By wildlife: The occasional large crop of nuts (mast) from American beech provides important food for wildlife, including ruffed grouse, wild turkeys, raccoons, foxes, white-tailed deer, rabbits, squirrels, opossums, pheasants, black bears, and porcupines.
By humans:  The wood is high quality, hard, strong, and durable. It is light in color, made into furniture, flooring, and tool handles. The nuts are edible.  ","Smooth barked tree with shiny green, papery leaves that are coarsely toothed, and twigs with long coppery buds.","American chestnut (Castanea dentata) has thicker, less papery leaves and the bark is furrowed. ",Introduced,,broadleaf,alternate,simple,"ovate, lanceolate, elliptic",,,,coarsely toothed,rectipinnate,,,round,no,shiny,"dull, shiny",no,no thorns,inconspicuous / petals absent,,,leathery capsule,"green, brown",smooth,copper,light grey
broadleaf tree,Castanea dentata,American chestnut,,Fagaceae,U.S.,"Native to the eastern deciduous forests of the U.S., on rich soils.  Planted in WI but rare, but occasionally escapes cultivation.  Rarely reaches large size due to chestnut blight, but somewhat protected from that disease in WI.","Tree to 100' tall with gray bark roughening with age.  Twigs hairless.  Shiny, bright green leaves  5 1/2 –8 "" 14–20 cm) long and 2 1/2 – 4"" (6–10 cm ) wide narrowly obovate to lanceolate, the edges with sharp, long, widely spaced teeth, the tip long pointed.  Small whitish-green male flowers cover most of the 6-9"" long stiff catkins; the female flowers are clustered in 3's near the base of the catkin (nearest the twig), and develop into a distinctive, very spiny ""bur"", opening into a 4-sectioned capsule in fall to expose 1-3 shiny brown triangular nuts inside.  The dried remains of the catkin often stick out between the spiny fruits.","By wildlife:  The nuts are important food for wildlife including deer, turkey and black bear.
By humans:  American chestnut was once a very economically important tree, for its fine wood that were used to make furniture, and the nuts, that were sold commercially especially around the winter holidays. It was also widely planted as a street tree. Chestnut blight, a fungus of Asian origin, decimated the chestnut population within three decades of its accidental introduction to New York in 1904 on Chinese chestnuts.","Long, elliptic leaves with very large, widely spaced, curved and pointed teeth.  The fruit a very bristly capsule, 3"" across.","American beech (Fagus grandifolia) has similar leaves, but they feel papery, and the buds are long-pointed and coppery.  Beech also has very smooth grey bark even on old trees, and a small <1"" thin brown spiny capsule.
Chinese chestnut, occasionally planted, has hairy twigs.","Introduced and rare, but may be spreading in WI.  Large trees of American chestnut are rare throughout its range due to chestnut blight, which reduced the population to a tiny fraction of its former abundance.",,broadleaf,alternate,simple,"elliptic, obovate, lanceolate",,,,"coarsely toothed, spiny",rectipinnate,,,round,no,shiny,"dull, shiny",no,no thorns,inconspicuous / petals absent,,,leathery capsule,"green, brown","ridged, fissured","copper, brown, yellow",grey-brown
broadleaf tree,Aesculus glabra,Ohio buckeye,"American horsechestnut, American buckeye, fetid buckeye",Sapindaceae,U.S.,"Planted as an ornamental in southern WI, but can escape cultivation and may be naturalizing in the south. ","Medium tree to 60' tall with opposite, palmately compound leaves with 5 leaflets.  Flowers greenish-yellow in upright panicles, bilaterally symmetrical, with long stamens that stick out beyond the petals.  Fruit a brown spherical capsule with short spines, 1 1/2 - 2"" in diameter, opening along three sutures to reveal one shiny brown seed inside.  Bark is greyish brown, starting smooth and becoming scaly to irregularly fissured with age.  The pseudoterminal buds are large, ovoid, smooth (not sticky). All parts of the plant are poisonous!  ",By humans:  State tree of Ohio.  Tannic acid extracted from seeds can be used to tan leather.,"The only tree in this state with opposite, palmately compound leaves. ",,Introduced,,broadleaf,opposite,palmately compound,,5-7,"ovate, lanceolate, obovate",,finely toothed,palmate,,,round,,"dull, shiny",dull,no,no thorns,showy / petals present,"green, yellow",bilateral,leathery capsule,"green, brown","smooth, scaly","salmon, red, orange",grey-brown
broadleaf tree,Carpinus caroliniana,American hornbeam,"blue-beech, muscle-wood, ironwood, hornbeam",Betulaceae,WI,"Found throughout WI, especially along river banks, and as an understory tree of moist, rich woods.","Small to medium understory tree to 40' tall with alternate, simple, ovate to elliptic finely doubly-toothed leaves.  The trunk is distinctive, with smooth grey bark and a fluted ""muscly"" appearance, hence the common name ""musclewood"".   Flowers in catkins 3/4""-2 1/3"" long.  Fruits are small nuts in distinctive 1 1/2""-4 1/2"" long dangling clusters of green three-lobed bracts.
",By humans:  The very hard wood of this small statured tree is good for tool handles.,"""Muscly"" trunk with smooth grey bark.  Fruiting structures a unique green catkin made up of lobed bracts.","Hop hornbeam (Ostrya virginiana) has thin, flaky bark, and the fruiting catkins are comprised of small inflated sacs.",Native,,broadleaf,alternate,simple,"ovate, elliptic",,,,"doubly toothed, finely toothed",rectipinnate,,,round,no,dull,dull,no,no thorns,inconspicuous / petals absent,,,nut,"green, brown","smooth, ridged","orange, copper, yellow, red",grey-brown
